WORD_ID,GAELIC,ENGLISH,OTHER,NON_NATIVE,INFO,AUDIO,LATIN,GAELIC_WORD_GENDER,PLURALS,WORD_CATEGORY
331,easgann-bhreac na mara,sea lamprey,creathall na mara <em>f</em>,,,,Petromyzon marinus,F,"easgannan-breaca na mara, creathaill na mara",7
332,eilid,red deer (female),,,after 1 year,eilid.mp3,Capreolus capreolus,F,èildean,9
333,eun cobhartaich,bird of prey,eun creiche,,,,,M,"eòin chobhartaich, eòin chreiche",4
334,eun grunnachaidh,wader,,,,,,M,eòin ghrunnachaidh,4
335,eun uisge,waterfowl,,,,eoin-uisge.mp3,,M,eòin uisge,4
336,eun an t-sneachda,snow bunting,gealag an t-sneachda <em>f</em>,,,,Plectrophenax nivalis,M,"eòin an t-sneachda, gealagan an t-sneachda",4
337,sgrail,manx shearwater,fachach bàn <em>m</em>,,,,Puffinus puffinus,F,"sgrailean, fachaich bàn",4
339,faidhbhile,beech,,,,,Fagus sylvatica,F,faidhbhilean,3
340,steàrnag chumanta,common tern,,,,,Sterna hirundo,F,steàrnagan cumanta,4
341,gobhlan-gainmhich,sand martin,fallag <em>f</em>,,,fallag.mp3,Riparia riparia,M,"gobhlain-ghainmhich, fallagan",4
342,famhalan arcach,common vole,famhalan <em>m</em>,,,famhalan arcach.mp3,Microtus arvalis,M,"famhalain arcach, famhalain",9
343,famhalan bruaiche,bank vole,famhalan Breatannach <em>m</em>,,,famhalan bruaiche.mp3,Myodes glareolus,M,"famhalain bruaiche, famhalain Bhreatannach",9
344,famhalan-feòir,field vole,feurlagan,,,famhalan-feoir.mp3,Microtus agrestis,M,"famhalain feòir, feurlagain",9
346,faoileag an sgadain,herring gull,glas-fhaoileag <em>f</em>,,,"faoileag an sgadain.mp3, glas fhaoileag.mp3",Larus argentatus,F,"faoileagan an sgadain, glas-fhaoileagan",4
347,farspag ,great black-backed gull,farspach,,Originates in Norse svart-bakr.,faoileag mhor.mp3,Larus marinus,F,"farspagan, farspaichean",4
348,farachan,deathwatch beetle,,,,farachan.mp3,Xestobium rufovillosum,M,farachain,12
349,farspag bheag,lesser black-backed gull,"farspach bheag <em>f</em>, sgaireag <em>f</em>",,,farspag-bheag.mp3,Larus fuscus,F,"farspagan beaga, farspaichean beaga, sgaireagan",4
350,fasgadair mòr,great skua,tuilleag <em>f</em>,,,,Stercorarius skua,M,"fasgadairean mòra, tuilleagan",4
352,fàsmhorachd,vegetation,fàs-bheatha <em>f</em>,,,fas-mhorachd.mp3,,F,,
353,feadag ghlas,grey plover,,,,feadag ghlas.mp3,Pluvialis squatarola,F,feadagan glasa,
354,feadag bhuidhe,golden plover,,,,feadag bhuidhe.mp3,Pluvialis apricaria,F,feadagan buidhe,
355,feannag,carrion crow,,,Feannag is also the Gaelic for a 'lazybed'.,feannag.mp3,Corvus corone,F,feannagan,
356,feannag ghlas,hooded crow,starrag ghlas,,,feannag ghlas.mp3,Corvus cornix,F,"feannagan glasa, starragan glasa",
357,coille,woodland,fearann coillteach,,,fearann choillteach.mp3,,F,"coilltean, fearainn choillteach",
358,feàrna,alder,,,"The Gaelic names of trees make up the Gaelic alpbhabet and fearna is the old name for the letter 'f'. Gaelic saying 'gach fiodh as a bhun, ach am fearna as a bharr' - all wood from the top but alder from the root.",fearna.mp3,Alnus glutinosa,F,,3
359,fearann,land,talamh <em>m</em>,,Talamh tends to take the feminine in the genetive case. Also tìr or dùthaich where land is used to denote country.,fearann.mp3,,M,"fearainn, talamhan",
361,feòrag ghlas,grey squirrel,,,,feorag ghlas.mp3,Sciurus carolinensis,F,feòragan glasa,
362,feòrag ruadh,red squirrel,,,Gaelic saying ' Cho grad ri feòragan Ceitein' - as nimble as squirrels in May.,feorag ruadh.mp3,Sciurus vulgaris,F,feòragan ruadha,
364,luch-fheòir,common field mouse,,,,,Apodemus sylvaticus,F,luchan-feòir,9
365,feurach baile,common grazing,"feurach coitcheann <em>m</em>, geàrraidh <em>m</em>",,Cùl-cinn is the traditional word used in crofting villages - ie at the far side of the end of the village land.,feurach baile.mp3,,M,"feurachan baile, feurachan coitcheann, geàrraidhean",5
366,feursann,warble fly,,,,feursnanan.mp3,Hydrophoria lancifer,F,feursannan,12
367,fiadh ruadh,red deer,,,,,Cervus elaphus,M,fèidh ruadha,9
368,fiadh-bheatha,wildlife,,,,fiadh-bheatha.mp3,,F,,
369,dathas,fallow deer,"fiadh-bhreac <em>m</em>, dais <em>m</em>",,,dathas.mp3,Dama dama,M,"dathais, fèidh-bhreac, daiseachan",
370,fiadh-Seapanach,sika deer,,,,fiadh seapanach.mp3,Cervus nippon,M,fèidh-Sheapanach,9
372,fionnag-feòir,pygmy shrew,fiolan-feòir <em>m</em>,,,"fional feoir.mp3, fionnag feoir.mp3",Sorex minutus,F,"fionnagan-feòir, fiolanan-feòir",9
374,fitheach,raven,neabhan,,,"fitheach.mp3, neabhan.mp3",Corvus corax,M,"fithich, neabhain",4
375,lus na gaoithe,wood anemone,flùr na gaoithe <em>m</em>,,The Gaelic name means 'Flower of Wind'. Anemone cames from the Greek for wind 'anemos',flur na goaithe.mp3,Anemone nemorosa,M,"lusan na gaoithe, flùraichean na gaoithe",8
376,fo-abhainn,tributary,leas-abhainn <em>f</em>,,,fo-aibhnichean.mp3,,F,"fo-aibhnichean, leas-aibhnichean",5
377,fodar,silage,feur-tìoraidh <em>m</em>,,Also general for fodder.,fodair.mp3,,M,fodair,
378,foghar,autumn (season),,,,,,M,,10
381,fraoch,heather,,,Traditionally used to make beds - leadaibh-fhraoich.,fraoch.mp3,Calluna vulgaris,M,fraoich,
382,fraoch a' bhadain,bell-heather,,,Name means heather of the thickets or groves. The word badan is used for tuft or clump also.,fraoch a bhadain.mp3,Erica cinerea,M,,8
383,braoileag,bilberry,"lus nan dearcag <em>m</em>, dearc-fhraoich <em>f</em>",,"Braoileag is also used for the Gaelic for Red Whortleberry, Cranberry and Bilberry. ",,Vaccinium myrtillus,F,"braoileagan, lusan nan dearcag, dearcan-fhraoich",
387,gabhagan,rock pipit,glas-eun <em>m</em>,,,gabhagan.mp3,Anthus petrosus,M,"gabhaganan, glas-eòin",4
389,gairm,call (as in birds call),,,,gairm.mp3,,F,gairmean,4
391,gartan,tick,,,,gartan.mp3,Ixodes (Ixodes) ricinus,M,gartanan,
392,gèadh,goose,,,,geadh.mp3,Anser spp.,M,geòidh,4
393,gèadh-bhlàr,white-fronted goose ,,,,geadh blar.mp3,Anser albifrons,M,geòidh-bhlàr,4
394,gèadh dearg-chasach,pink-footed goose,,,,geadh dearg-chasach.mp3,Anser brachyrhynchus,M,geòidh dhearga-chasach,4
395,gèadh glas,greylag goose,,,,geadh glas.mp3,Anser anser,M,geòidh ghlasa,4
396,gèadh dubh,Canada goose,,,The Gaelic name means 'the black goose'.,gèadh dhubh.mp3,Branta canadensis,M,geòidh dhubha,4
397,gèadh-ghot,brent goose,guirnean <em>m</em>,,,geadh got.mp3,Branta bernicla,M,"geòidh-ghot, guirneanan",4
398,gealag bhuidhe,siskin,,,The Gaelic name means 'yellow bunting'.,gealag bhuidhe.mp3,Carduelis spinus,F,gealagan buidhe,4
399,gealag-bhuachair,corn bunting,,,,gealag-bhuachair.mp3,Emberiza calandra,F,gealagan-buachair,4
400,gealag-làir,snowdrop,boinneag-shneachda <em>f</em>,,The Gaelic name means 'little white one of the ground'.,gealag-lair.mp3,Galanthus,F,"gealagan-làire, boinneagan-sneachda",8
401,gealag dhubh-cheannach,reed bunting,gealag-lòin <em>f</em>,,,,Emberiza schoeniclus,F,"gealagan dubh-cheannach, gealagan-lòin",4
402,gealan-coille,whitethroat,,,,gealan-coille.mp3,Sylvia communis,M,gealanan-coille,4
403,gealan-lìn,linnet,,,,gealan-lin.mp3,Carduelis cannabina,M,gealanan-lìne,
404,gealbhonn-gàraidh,dunnock (hedge sparrow),gealbhonn nam preas <em>m</em>,,,gealbhonn-garaidh.mp3,Prunella modularis,M,"gealbhonnan-gàraidh, gealbhonnan nam preas",4
405,gealbh-roc,leach's petrel,gobhlan-mara <em>m</em>,,,gealbh roc.mp3,Oceanodroma leucorhoa,M,"gealbhanan-roc, gobhlanan-mara",
406,geamhradh,winter (season),,,,Geamhradh.mp3,,M,geamhraidhean,10
407,geanais,gean,,,,geanais.mp3,Prunus avium,M,geanaisean,
408,geanmchno-fhiadhaich,horse chestnut,,,,,Aesculus hippocastanum,F,geanmchnothan fiadhaich,
409,geàrr,brown hare,maigheach <em>f</em>,,,gearr maigheach.mp3,Lepus europaeus,F,"geàrran, maighichean",9
410,gearra-bhall,great auk,colcair <em>m</em>,,,gearra bhall.mp3,Pinguinus impennis,M,"gearra-bhuill, colcairean",4
411,eun dubh an sgadain,guillemot,langach <em>m</em>,,,,Uria aalge,M,"eòin dubha an sgadain, langaich",4
412,calltag,black guillemot,,,,,Cepphus grylle,F,calltagan,4
414,geòlas,geology,clach-eòlas <em>m</em>,,,geolas.mp3,,M,,
415,geòidh,geese,,,,,,,,
416,gibeagan,ruff,,,,gibeagan.mp3,Philomachus pugnax,M,gibeagain,4
417,gille-Brìghde,oystercatcher,trìlleachan <em>m</em>,,In mainland dialects it is brìdean - Brigid's bird.,gille-brighde.mp3,Haematopus ostralegus,M,"gillean-Brìghde, trìlleachain",
419,giuthas,pine,,,Also commly used for spruce.,giuthas.mp3,Pinus spp.,M,giuthais,3
420,giùthsach duthchasach Albannach,native Scots pinewood,,,,,,M,giùthsachan duthchasach Albannach,3
421,gealbhonn,house sparrow,,,,,Passer domesticus,M,gealbhonnan ,4
422,glaisean-daraich,greenfinch,,,,glaisean daraich.mp3,Carduelis chloris,M,glaiseanan-daraich,4
423,deoch-bhiugh,greenshank,,,,,Tringa nebularia,M,deochan-biugh,
424,glaisean-seilich,pied wagtail,breac-an-t-sìl <em>m</em>,,,glaisean-seilich.mp3,Motacilla alba,M,"glaiseanan-seilich, bric an t-sìl",4
425,glasan,grey phalarope,liathag allt <em>f</em>,,,glasan.mp3,Phalaropus fulicarius,M,"glasain, liathag allt",
426,glas-sheabhag,goshawk,,,,,Accipiter gentilis,F,glas-sheabhagan,4
431,gob-ceàrr,avocet,ceàrra-ghob <em>m</em>,,,gob cearr.mp3,Recurvirostra avosetta,M,"guib-cheàrr, ceàrra-ghuib",4
432,gobha-uisge,dipper,lon-uisge <em>m</em>,,,gobhlachan-uisge.mp3,Cinclus cinclus,M,"gobhan-uisge, loin-uisge",4
433,gobhar-fhiadhaich,wild goat,,,Can be either masculine or feminine.,gobhar fhiadhaich.mp3,Capra hircus,,goibhrean-fiadhaich,9
434,breabadair,"daddy-long-legs, cranefly",fidhleir nan casan fada <em>m</em>,,The Gaelic name 'breabadair' means 'weaver' and fìdhleir na casan fada means fiddler with the long legs. Also traditionally known as Alasdair Mòr nam pollagan (Big Alasdair of the ponds) and snàthad an duine mhairbh (dead man's needles).,,Tipulidae spp.,M,"breabadairean, fidhlearan nan casan fada",12
435,gobhlachan,turnstone,trìlleachan beag <em>m</em>,,,gobhlachan.mp3,Arenaria interpres,M,"gobhlachain, trìlleachain bheag",4
436,gobhlan-taighe,house martin,,,,gobhlan taighe.mp3,Delichon urbicum,M,gobhlain-taighe,4
437,gobhlan-gaoithe,swallow,,,,goblan-gaoithe.mp3,Hirundo rustica,M,gobhlain-ghaoithe,4
439,eidheann,ivy,gort,,Gort is the letter 'g' in the Gaelic alphabet.,,Hedera helix,F,eidhinn,
440,gràineag,hedgehog,,,,graineag.mp3,Erinaceus europaeus,F,gràineagan,
442,grainnseag,bearberry (bush),,,blueish-black dye.,grainnseag.mp3,Arctostaphylos uva-ursi,F,grainnseagan,
444,cailleachag-chìreach,crested tit,,,Cailleachag-chìreach means the small old woman with the comb or crest.,cailleachag chireach.mp3,Lophophanes cristatus,F,cailleachagan-cìreach,4
445,ialtag,bat,,,,ialtag.mp3,Chiroptera spp.,F,ialtagan,9
446,ialtag chluasach,brown long-eared bat,,,,,Plecotus auritus,F,ialtagan cluasach,
448,ialtag mhòr,noctule bat,,,,,Nyctalus noctula,F,ialtagan mòra,
449,ialtag chumanta,pipistrelle bat,,,,ialtag oidhche.mp3,Pipistrellus spp.,F,ialtagan cumanta,9
451,iasgair-slaite,angler,,,"Traditionally, a female angler would be 'ban-iasgair-slaite'.",,,M,iasgairean-slaite,
453,iolair(e)-mhara,sea eagle / white-tailed eagle,iolair(e) sùil na grèine <em>f</em>,,There are 276 Gaelic place-names in Scotland which name the iolaire 'eagle'. Over two-thirds are thought to represent the golden eagle and the remainder the white-tailed sea eagle.,iolaire suil na greine.mp3,Haliaeetus albicilla,F,"iolairean-mara, iolairean sùil na grèine",4
454,iolair(e) bhuidhe,golden eagle,,,There are 276 Gaelic place-names in Scotland which name the iolaire 'eagle'. Over two-thirds are thought to represent the golden eagle and the remainder the white-tailed sea eagle.,iolaire-bhuidhe.mp3,Aquila chrysaetos,F,iolairean buidhe,4
455,iolair(e)-uisge,osprey,iolair-iasgaich <em>f</em>,,,iolaire-uisge.mp3,Pandion haliaetus,F,"iolairean-uisge, iolairean-iasgaich",4
458,impire corcarach,Emperor moth,,,,iompaire corcaraich.mp3,Saturnia pavonia,M,impirean corcarach,12
460,Ionad de Shuim Shònraichte Shaidheansail (ISSS),Site of Special Scientific Interest (SSSI),,,,,,M,,
461,ionaltradh anmoch,late grazing,,,,ionaltradh anmoch.mp3,,M,,
462,iteach,plumage,clòimh <em>f</em>,,,iteach.mp3,,M,,
463,iubhar,yew,iogh,,Iogh is the letter 'i' in the Gaelic alphabet.,iubhar.mp3,Taxus baccata,M,iubharan,3
465,lach a' bhlàir,coot,"gobha-uisge <em>m</em>, dubh-eun <em>m</em>, dubh-lach <em>f</em>",,Lach a' bhlàir means 'the duck of the battle'.,lach a bhlair.mp3,Fulica atra,F,"lachan a' bhlàir, gobhachan-uisge, dubh-eòin, dubh-lachain",4
468,lach dhonn,eider (female),"lach ruadh <em>f</em>, lach Lochlannach <em>f</em>",,,,Somateria mollissima,F,"lachan donna, lachan ruadha, lachan Lochlannach",4
469,lachair,great crested grebe,"spàgaire mòr <em>m</em>, gobhachan mòr <em>m</em>, gobhlachan <em>m</em>",,,lachair.mp3,Podiceps cristatus,M,"lachairean, spàgairean mòra, gobhachain mhòra, gobhlachain",4
470,lach-mhara,scaup,,,,lach mhara.mp3,Aythya marila,F,lachan-mara,4
471,lach-mhàsach,pochard,lach dhearg-cheannach <em>f</em>,,,lach mhasach.mp3,Aythya ferina,F,"lachan-màsach, lachain dearg-cheannach",4
472,lach-stiùireach,pintail,,,,lach-stiuireach.mp3,Anas acuta,F,lachan-stiùireach,4
474,laogh,calf of deer,,,,laogh.mp3,Cervus elaphus,M,laoigh,
475,oirthir-ghaineimh,sand-bank,,,,,,F,oirthirean-gaineimh,
477,learag,larch,,,,learag.mp3,Larix spp.,F,learagan,3
478,learga chaol,red-throated diver,"learga ruadh <em>f</em>, learga mhòr <em>f</em>",,,,Gavia stellata,F,"leargan caola, leargan ruadha, leargan mòra",4
479,learga dhubh,black-throated diver,"broilleach-bothan <em>m</em>, learga <em>f</em>",,,learga dhubh.mp3,Gavia arctica,F,"leargan dubha, broilleach-bothain, leargan",4
482,leòmann,moth,,,,leomann.mp3,Lepidoptera (Order) spp.,M,leòmainn,12
484,liath-truisg,fieldfare,uiseag-sneachda <em>f</em>,,,liath-ruisg.mp3,Turdus pilaris,M,liath-truisgean,4
485,lili nan gleann,lily of the valley,lili nan lòn <em>f</em>,,,lili nan gleann.mp3,Convallaria majalis,F,"lilidhean nan gleann, lilidhean nan lòn",
486,lioncs,lynx,lince,,,lioncs.mp3,Lynx lynx,M,lioncs,9
487,lon-chraois,mayfly,cuileag-Chèitein <em>f</em>,,,lon-chraois.mp3,Ephemeroptera spp.,M,"loin-chraois, cuileagan-Cèitein",12
488,lon-dubh,blackbird,"druid dhubh <em>f</em>, eun dubh <em>m</em>",,,lon dubh.mp3,Turdus merula,M,"loin-dubha, druidean dubha, eòin dubha",4
489,losgann,common frog,,,,losgann.mp3,Rana temporaria,M,losgannan,11
490,luachair,common rush,cuilc <em>f</em>,,,luachair.mp3,Juncus spp.,F,"luachairean, cuilcean",
491,bothag,ringed plover,trìlleachan-traghad,,,bothaig.mp3,Charadrius hiaticula,F,"bothagan, trìlleachan-traghad",
493,luatharan glas,sanderling,,,,luacharan glas.mp3,Calidris alba,M,luatharanan-glasa,
494,luatharan uaine,green sandpiper,,,,luatharan uaine.mp3,Tringa ochropus,M,luatharanan uaine,4
495,luch,house mouse,,,,luch.mp3,Mus musculus,F,luchan ,9
496,luchag,small mouse,,,,luchag.mp3,luchag,F,luchagan,9
499,neach-riaghlaidh fearainn,land manager,manaidsear-fearainn <em>m</em>,,,luchd-riaghlaidh fearmainn.mp3,,M,"luchd-riaghlaidh fearainn, manaisdearan-fearainn",
501,luch-coille,wood mouse,,,,,Apodemus sylvaticus,F,luchan-coille,9
503,luis,quicken-tree,,,Luis is the letter 'l' in the Gaelic alphabet.,luis.mp3,Sorbus aucuparia,F,,3
504,lus a' chalmain,columbine,,,Means 'Flower of the dove'.,lus a chalmain.mp3,Aquilegia spp.,M,lusan a' chalmain,8
505,lus a' chrom-chinn,daffodil,,,The Gaelic name means 'flower with the bent head'.,lus a chrom chinn.mp3,Narcissus spp.,M,lusan a' chrom-chinn,8
506,lus an rìgh,thyme,lus mhic righ Bhreatainn <em>m</em>,,The Gaelic name means 'The King's Plant'.,lus an righ.mp3,Thymus polyritchus,M,"lusan an rìgh, lusan mhic righ Bhreatainn",8
507,lus buidhe Bealltainn,marsh marigold,,,"The Gaelic name means 'the yellow plant of Beltane'. A plant of some considerable cultural significance, seen as protection against evil.",lus buidhe bealltainn.mp3,Caltha palustris,M,lusan buidhe Bealltainn,8
508,lus leth an t-samhraidh,wallflower,,,The Gaelic name means 'Half of Summer Plant'.,lus leth an t-samhraidh.mp3,Erysimum cheiri,M,lusan leth an t-samhraidh,8
509,lus na feannaig,crowberry,,,The Gaelic name means 'plant of the crow'.,lus na feannaig.mp3,Empetrum nigrum subsp. nigrum,M,lusan na feannaig,8
510,lus na meala,honeysuckle,idha-shlat <em>f</em>,,Traditionally used to make tea in treatment of asthma and bronchitis.,lus na meala.mp3,Lonicera periclymenum,M,"lusan na meala, iadh-shlatan",8
511,lus na nathrach,viper's bugloss,,,The Gaelic name means 'Adder's plant'.,,Echium vulgare,M,lusan na nathrach,8
512,lus nam ban-sìth,foxglove,"meuran nan cailleachan marbha <em>m</em>, ciochan nan cailleach marbha <em>m</em>, meuran a' bhàis <em>m</em>",,The name means plant of the fairy women/banshees.,lus nam ban-sith.mp3,Digitalis purpurea,M,lusan nam ban-sìth,8
513,lus nam braoileag,cowberry,,,"Braoileag is also used for the Gaelic for Red Whortleberry, Cranberry and Bilberry.",lus nam braoileag.mp3,Vaccinium vitis-idaea,M,lusan nam braoileag,8
514,lus nan dearcag,blueberry,,,"In English in Scotland, the Scots term blaeberry is usually used.",lus nan dearcag.mp3,Vaccinium myrtillus,M,lusan nan dearcag,8
515,clach-bhriseach,saxifrage,"lus nan laogh <em>m</em>, lus nan cluas <em>m</em>",,The Gaelic means the same as the Latin - 'stone-breaker'.,,Saxifraga spp.,F,"clachan-briseach, lusan nan laogh, lus nan cluas",8
516,lus-crè,speedwell,,,The Gaelic name means 'plant of clay'.,lus-cre.mp3,Veronica spp.,M,lusan-crè,8
517,machall coille,wood avens,,,,machall coille.mp3,Geum urbanum,M,machall coille,8
518,machall uisge,water avens,,,,machall-uisge.mp3,Geum rivale,M,machall uisge,8
520,madadh-cuain,orca (killer whale),,,,madadh-cuain.mp3,Orcinus orca,M,,9
522,maor-dùthcha,ranger,,,,maor-duthcha.mp3,,M,maoir-dhùthcha,
523,mathan,bear,,,,mathan.mp3,Ursidae (Family) spp.,M,mathain,9
525,meanbh-chuileag,midge,,,There is a saying 'Tha a' chuileag a-muigh' - the midges are out.,meanbh-chuileag.mp3,Culicoides spp.,F,meanbh-chuileagan,
526,mèirneal,merlin,seabhag-ghorm an fhraoich <em>f</em>,,,meirneal.mp3,Falco columbarius,M,"mèirnealan, seabhagan-gòrma an fhraoich",4
527,mial,louse,,,,mial.mp3,Phthiraptera (Order) spp.,F,mialan,
528,mial-chaorach,sheep tick,,,,mial-chaorach.mp3,Ixodes (Ixodes) ricinus,F,mialan-chaorach,
529,mial-fhiodha,woodworm,,,,mial-fhiodha.mp3,Anobium punctatum,F,mialan-fiodha,12
531,mìle-chasach,millipede,cailleach-chosach <em>f</em>,,,mile-chasach.mp3,Diplopoda (Class) spp.,M,"mìle-chasaich, cailleachan-cosach",
533,mionc,American mink,,non-native,,mionc.mp3,Mustela vison,M,mioncaichean,9
540,muc an sgadain,fin whale,,,Name means herring sea-pig.,muc an sgadain.mp3,Balaenoptera physalus,F,mucan an sgadain,9
541,muc-mhara a' chinn mhòir,pilot whale,,,,muc-mhara chinn mhoir_16.mp3,Globicephala melas,F,mucan-mara a' chinn mhòir,9
542,muc-mhara Mhinceach,Minke whale,muc-mhioncaidh <em>f</em>,,,,Balaenoptera acutorostrata,F,"mucan-mara Mhinceach, mucan-mioncaidh",9
543,muc-mhara spùtach,sperm whale,,,,muc-mhara sputach.mp3,Physeter macrocephalus,F,mucan-mara spùtach,9
544,crann-fìona ,vine,,,Plural also spelt as croinn or crainn.,,,M,cruinn-fhìona,
545,muir-bhuachaille,great northern diver,eun glas an sgadain <em>m</em>,,The Gaelic means 'sea shepherd'.,muir-bhuachaill.mp3,Gavia immer,M,"muir-bhuachaillean, eòin ghlas an sgadain",4
546,muir-ghèadh,bean goose,,,Its Gaelic name means 'the sea goose'.,muir gheadh.mp3,Anser fabalis,M,muir-gheòidh,4
547,mùisean,cowslip,,,,muisean.mp3,,,,
548,muran,marram,,,South Uist's poetic Gaelic name is Tìr a' Mhurain 'the land of the marram grass',murain.mp3,Ammophila arenaria,M,murain,8
550,naosg,snipe,"bocan-lòin <em>m</em>, gabhar-adhair <em>f</em>",,,,Gallinago gallinago,M,"naoisg, bocain-lòin, gabhair-adhair",4
552,nathair,snake,,,,nathair.mp3,Serpentes (Suborder) spp.,F,nathraichean,11
556,neas,stoat,,,,,Mustela erminea,F,neasan,9
559,neòinean,daisy,,,The Gaelic (originally nòinean) means 'little thing of noon'.,neoinean.mp3,Bellis perennis,M,neòineanan,8
560,neòinean a' chladaich,sea pink,tonn a' chladaich <em>m</em>,,,,Armeria maritima,M,"neòineanan a' chladaich, tuinn a' chladaich",8
563,oighreachd,estate,,,,oighreachdan.mp3,,F,oighreachdan,
565,Òrdugh Eun Fiadhaich  ,Wildbirds Directive (the),,,,,,M,,4
567,Òrdugh Àrainnean,Habitats Directive,,,,ordugh arainnean.mp3,,M,,
569,Pàirc Nàiseanta,National Park,,,,pairc naiseanta.mp3,,F,Pàircean Nàiseanta,2
571,pleandrainn,plane,,,Word gender can be masculine or feminine.,pleandrainn.mp3,Platanus spp.,,,
572,gille-feadaig,dunlin,"pollaran <em>m</em>, grailleag <em>f</em>",,The Gaelic name 'gille-feadaig' means the whistling servant.,gille-feadaig.mp3,Calidris alpina,M,"gillean-feadaig, pollarain, grailleagan",4
573,preas an dealain-dè,buddleia,,,The Gaelic means 'the butterfly's cupboard'.,,Buddleja spp.,M,preasan an dealain-dè,
575,pùt,moorhen chick,,,,put.mp3,,M,pùtan,4
576,ràc bàn a' chinn uaine,eider (male),,,,,Somateria mollissima,M,ràcan bàna a' chinn uaine,4
577,raineach,fern,,,More info on our Ferns and their Allies project - gaelic.snh.gov.uk/foillseachaidhean/goireasan,raineach.mp3,Pteridium aquilinum subsp. aquilinum,F,rainich,8
582,riaghailt-leasachaidh dhùthchail,rural development regulation,,,,,,F,riaghailtean-leasachaidh dùthchail,
588,radan dubh,black rat,rodan dubh <em>m</em>,,,rodan dubh.mp3,Rattus rattus,M,"radain dubh, rodain dubha",
589,luch-Fhrangach,brown rat,"rodan <em>m</em>, radan <em>m</em>",,,"luch fhrangach.mp3, rodan.mp3",Rattus norvegicus,F,"luchan-Frangach, rodain , radain",
590,famh,mole,,,Can be either masculine or feminine depending on area. ,,Talpa europaea,M,faimh / famhan,
591,roid,bog-myrtle,còinneach dhearg <em>m</em>,,Used to keep fairies away.,roid.mp3,Myrica gale,F,roidean,
592,Roinn Dìon Shònraichte,Special Protection Area,,,,roinn dion sonraichte.mp3,,F,Roinnean Dìon Sònraichte,
593,Roinn Sònraichte Ghlèidhteachais,Special Area of Conservation,,,,,,F,Roinnean Sònraichte Glèidhteachais,
594,ròn,seal,,,,ron.mp3,,M,ròin,9
595,ròn glas,grey seal,"ròn liath <em>m</em>, ròn mòr <em>m</em>",,Gaelic saying ' Is toigh leinn an ròn ach cha toigh leinn naidheachd an ròin' - we like the seal but not the seal's news which is bad weather is at hand.,ron.mp3,Halichoerus grypus,M,"ròin ghlasa, ròin liath, ròin mhòra",9
596,ròs-chraobh,rhododendron,,,,,Rhododendron spp.,F,ròs-chraobhan,8
597,seagair,kittiwake,"faireag <em>f</em>, ciodabhaig <em>f</em>, ruideag <em>f</em>",,,,Rissa tridactyla,M,"seagairean, faireagan, ciodabhaigean, ruideagan",4
601,samhradh,summer (season),,,in summer = as t-samhradh,samhradh.mp3,,M,samhraidhean,10
603,saoidhean,saithe,,,"Raasay people are nicknamed \na saoidheanan.\""""",saoidhean.mp3,Pollachius virens,M,saoidheanan,
604,sgreuchag-choille,jay,sgreuchan-choille <em>m</em>,,,,Garrulus glandarius,F,"sgreuchagan-coille, sgreuchanan-coille",4
605,seabhag,hawk,,,,seabhag.mp3,Accipitriformes (Order) spp.,F,seabhagan,4
606,seabhag ghorm,peregrine falcon,"seabhag-sealgair <em>f</em>, danar <em>m</em>, lannair <em>f</em>",,,,Falco peregrinus,F,"seabhagan gorma, seabhagan-sealgair, danaran, lannairean",4
607,seabhag mhòr,gyrfalcon,seabhag gheàrr <em>f</em>,,,seabhag mhor.mp3,Falco rusticolus,F,"seabhagan mòra, seabhagan geàrra",4
608,sealastair,flag iris,"seileastair (fem/masc), bog-uisge <em>m</em>",,,sealasdair.mp3,Iris pseudacorus,M,"sealastairean, seileastairean (boireann/fireann), boghachan-uisge",8
609,seamrag,clover,clòbhar <em>m</em>,,,seamrag.mp3,Trifolioum spp.,F,"seamragan, clòbhair",8
611,seangan,ant,,,,seangan.mp3,Formicidae (Family) spp.,M,seanganan,12
612,seileach,willow,,,Older name 'suil' is letter 's' in Gaelic alphabet.,seileach.mp3,Salix spp.,M,seilich,3
613,seilcheag,snail,,,Snails were traditionally applied as a cure for warts.,seilcheag.mp3,Gastropoda (Class) spp.,F,seilcheagan,12
614,seileachan,willowherb,,,,seilleachan.mp3,Epilobium spp.,M,seileachain,8
615,seileachan Frangach,rosebay willowherb,,,,seileachan frangach.mp3,Chamerion angustifolium,M,seileachain Fhrangach,8
616,seillean,bee,,,,seillean.mp3,Apoidea (Superfamily) spp.,M,seilleanan,12
617,seillean-mòr,bumblebee,,,,seillean mor.mp3,Bombus spp.,M,seileanan-mòra,12
618,connspeach ,hornet,"beach mòr <em>m</em>, seillean-nimh <em>m</em>",,,seillean nimh.mp3,Vespa crabro,M,"connspeachan, beachan mòra, seilleanan-nimhe",
624,sgarbh,cormorant,,,,sgarbh.mp3,Phalacrocorax carbo,M,sgairbh,4
625,sgarbh an sgùmain,shag,cailleach dhubh <em>f</em>,,The Gaelic name means 'cormorant of the hair-crest'.,sgarbh.mp3,Phalacrocorax aristotelis,M,cailleachan dubha,4
627,sgeama àiteachais-àrainneachd,agri-environment scheme,,,,,,M,sgeamaichean àiteachais-àrainneachd,2
630,sirist,cherry,,,,,Prunus spp.,F,siristean,8
