,Mar a Tha,,Thug mi gaol do 'n fhear bhan,,Ach dh' fhalbh na seann nithibh uainn,Political | Homeland,Community Decline | Land Reform,Four line verse / Four line chorus,Scotland,Female,[ Màiri ],[ Nic A ' Phearsain ],Mairi nighean Iain Bhain [ Mairi Mhòr nan Òran ] ,1821 - 1898,Skye,,,Publication,,,,,,Vol. 2. No. 9,Mac-Talla,August 26 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,A Bhanis Thioram,,,Chaidh mise leat| Iain| Gu cridheil le m' ghearran,'S tu Iain mhic Challuim,Local events and characters | Satire,Iain Mac-Gille-dhuinn | No Invitation to Table | Wedding,Four line verse / Four line chorus,Scotland,Male ,Domhnull,Domhnallach,,,Tiree,,,Publication,,,,,,Vol. 2. No. 9,Mac-Talla,August 26 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Oran an Ridire Mhoir,,E ho ro| mo Mhairi Lurach,,Bha mi 'm chadal| 's tim dhomh dusgadh,Local events and characters | Satire,Ghost of Domhnull Dubh nan Cath,Four line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 10,Mac-Talla,September 2 1893,3,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Appears in story of Ridire Mhoir,,,
,Mar a Bhitheas,Tearlach| an Griogalach | 'Sna Fridhean,Thug mi gaol do’n fhear bhan,,Nuair bhitheas an Griogalach ’sa chill,Political | Homeland,,Four line verse,Scotland,Female,[ Màiri ],[ Nic A ' Phearsain ],Mairi nighean Iain Bhain [ Mairi Mhòr nan Òran ] ,1821 - 1898,Skye,,,Publication,,,,,,Vol. 2. No. 10,Mac-Talla,September 2 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Mairi Laghach,,,Ho mo Mhairi laghach,Ged is fuar a ghaillionn|’S ged tha ’n reodhadh ann,Praise | Homeland,Family|  Daughters | Place,Four line verse / Four line chorus,Scotland,Male ,,,Dunnachadh Dubh nam Bo,,,,,Publication,,,,,,Vol. 2. No. 10,Mac-Talla,September 2 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Tha an t-oran so air a dheanamh dha fein ’s da thriuir nighean. Ann an Sar-Obair-nam-Bard| tha “Mairi Laghach” agus oran Ghlinn Smeoil air am measgadh.,Submitted by Alasdair an Ridse,,
,Oran,,,,Fhir a shiubhleas mu ’n cuairt,Love,Lost Love,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 11,Mac-Talla,September 9 1893,1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Le fear d’a leannan air dhi fear eile a phosadh nuair a bha esan air falbh as an aite,,,
,Oran do Shir Iain Mac-Gilleain ,,,Ho I no hu o,Tha mi ’m shuidh’ air strath-riabhach,Praise,Iain Mac-Gilleain,Two line verse / Split chorus,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 11,Mac-Talla,September 9 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Duanag do Mhinistear Chill-an-Ionair,,,,Gu’n faca mi bruadar ’Chuir smuairean gu leoir orm,Praise,,Seven line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 12,Mac-Talla,September 16 1893,1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Oran | no Laoidh,,,,Moch ’sa Mhaduinn ’n am dhomh eirigh|,Complaint | Political,Kelly's Mountain | Construction ,Eight line verse,Nova Scotia,Male ,Domhnull I.,MacRath,Domhnull I. MacRath,,,,,Publication,,,,,,Vol. 2. No. 12,Mac-Talla,September 16 1893,7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Lamenting Mining on Kelly's Mountain?,,,
,Iorram,,,,Chunnacas bruadair an raoir,Work | Rowing | Love,Mac Eachinn nan srol,Three line verse,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 12,Mac-Talla,September 16 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Catriona Nigh'n Dughill,,,,Catriona nigh’n Dughill,Local events and characters | Praise,Singing | Songs | Sweet Voice,Sixteen line verse,Nova Scotia,Male ,Ailain [ Ailean ],[ Dòmhnallach ],Ailain an Ridge | [ Ailein 'ic Alasdair 'ic Aonghais ],,Mabou,Inverness,,Publication,,,,,,Vol. 2. No. 13,Mac-Talla,September 23 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Bha Ailain an Ridge| no a Mhaim| air oidhche araid ann an taigh Domhnullich am Mabu. Bha bean fear-an-taighe| Catriona nighean Dughill| a gabhail cronain do nighinn bhig a b’ ogha dh’ i agus i a feuchinn ri cur a chadal. Bha Ailain cho toilichte le binneas a gutha ’s gun do thoisich e air an oran na leaba. Bha an te dha ’n do rinneadh an t-oran| Catriona nighean Dhughill Chaimbail| de shliochd a Phiobaire Mhoir a bha sa Cheapich. Bha i na boirionnach gasda| measail.,,,
,Mo Dhuthaich Fein,My Ain Countrie,,,’S tric mi trom| fann| sgith, Praise | Religious,,No structure,Prince Edward Island,Male ,Angus,Lamond,Aonghas MacLaomuinn,,Liontal,,,Publication,,,,,,Vol. 2. No. 13,Mac-Talla,September 23 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,An Cota Breacain,,Gur h i bean mo ghaoil an Spainteac [ Spainteach ],,Mo bheannachd a dhol an ire,Local events and characters | Praise,Tailor | Coat,Eight line verse,Scotland,Male ,Dòmhnull,Dòmhnallach,Domhnull Domhnullach An Tiredheadh,,Tiree,,,Publication,,,,,,Vol. 2. No. 14,Mac-Talla,October 7 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Rinn Iain Mac-Faidein| taillear| cota do’n bhard. Na n b’fhior e-fhein bha e ro thoilichte leis,,,
,An Latha An Deigh A' Bhreitheanais,The Day After Judgement,,,Tha crioch air laithibh ’s bliadhnaibh tim,Religious,,Eight line verse,Unknown,Male ,,Montgomery,,,,,,Publication,,,,,,Vol. 2. No. 15,Mac-Talla,October 14 1893,3,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Translated from English,,,
,Cumha,,An Talla am bu ghnath le Mac Leoid,,Ged is eiginn domh gluasad,Lament,Father William Chisholm,Four line verse,Nova Scotia,Male ,Iain,Siosal,,,Pomquette,Antigonish,,Publication,,,,,,Vol. 2. No. 15,Mac-Talla,October 14 1893,3,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,Do Mhr. Uilleam Siosal a chaochail am Pomquette| an Siorramachd Antigonish| ’sa bhliadhna 1884. ,Rugadh Iain Siosal| a rinn an cumha so| sa bhliadhna 1801| ann am Balinasloe| Galway. Bliadhna ’n deigh sin thainig teaghlach athair gu Srath-ghlas. Anns a bhliadhna 1823| thainig e do America. Tha e fathast beo| slan| ann an Glasburn| Antigonish. B ’e ’m bard Domhnull Siosal| brathair a sheanair. Tha teaghlach mor aige. B’ogha dha an t-Urr. Aonghas Siosal| D. D.| a dh’eug an Antigonish an uiridh. Fhuair sinn an t-oran bho Uilleam Siosal a tha na mhaighstir-sgoile| ann a Heatherton.,
,Nionag og an Or-Fhuilt Dhuinn.,,,Nionag og an or-fhuilt dhuinn,Nuair a thanig mi ’n aite,Love,Apuinn,Four line verse / Four line chorus,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 15,Mac-Talla,October 14 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,An Ti Uaine aig Domhnull Mac-Gilleaghlais,,,,Fhuair mi na duilleagan uaine,Local events and characters | Praise | Complaint,Green Tea | Black Tea,Eight line verse,Unknown,Male ,,,,,,,,Publication,,,,,,Vol. 2. No. 16,Mac-Talla,October 21 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Duanag,,,,Gur mis' an duine sunndach,Local events and characters | Praise,Domhnull Mac-ghilleghlais | package | food ,Eight line verse,Unknown,Male ,,,,,,,,Publication,,,,,,Vol. 2. No. 16,Mac-Talla,October 21 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,A chuireadh gu Domhnull Mac-Gilleghlais air dha pasgen de nithean blasda a chur a dh-ionnsidh an ughdair. ,,,
,Duanag,,,,Tha oidhche na samhn',Local events and characters | Praise| Lament,Halloween | Gaelic | English,Six line verse,Unknown,Unknown,,,,,,,1857,Publication,,,,,,Vol. 2. No. 17,Mac-Talla,October 28 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Am Fonn,,An nochd gur faoin mo chadal dhomh,,O! sid am fonn a chuala mi,Praise | Homeland,Gaelic | Song ,Eight line verse,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 17,Mac-Talla,October 28 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Oran Dealachaidh,,,Eirich agus tiugainn o!,An cuimhne leats’ an gleannan uain,Homeland | Praise,Youth | Reminiscience,Four line verse / Four line chorus,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 18,Mac-Talla,November 4 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Sealgair Shionnach a Bh’ann an Ceann Tire,,Laoidh Mhic Calair,,Mile marbhaisg air an aois,Complaint | Lament,Fox | Old Age | Hunting,Four line verse,Scotland,Male ,Ailein,Mac an t-Saoir,,,,,,Publication,,,,,,Vol. 2. No. 19,Mac-Talla,November 11 1893,1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Tha ’n t-oran so air a thoirt a leabhar Gailig a bha air a chlo-bhuoladh an Glascho ’sa bhliadhna 1829. Fhuair sinn e o’n Urr. Domhnull Mac ’Illeathain| an sgireachd Dhiuranis ’san Eillan Sgiathanach.—Deas. M. T.,,,
,Cumha,Do dh-Alasdir Stiubhart,,,B’e so bliadhna na dunach,Lament | Elegy,Sherbrooke Gold Mine| Accidental Death,Three line verse,Nova Scotia,Male ,Tearlach,Mac-Gilleain,,,Sherbrooke,Guysborough,,Publication,,,,,,Vol. 2. No. 19,Mac-Talla,November 11 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Do dh-Alasdir Stiubhart a mharbhadh ’sa mheinn oir aig Sherbrook sa bhliadhna 1862,,,
,Mo Run Geal| Dileas,,,Mo run geal| dileas| dileas| dileas,Is truagh nach robh mi an riochd na faoillinn,Love,,Four line verse / Four line chorus,Scotland,Male ,[ Iain ],[MacGhill-Eathain ],,,,,,Publication,,,,,,Vol. 2. No. 19,Mac-Talla,November 11 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Moladh air an t-Seana Chanain Ghaidhealach,,,,Gur h-i ’s crioch araid| Do gach cainnt fo’n ghrein,Praise,Gaelic,Eight line verse,Scotland,Male ,Alasdair,Domhnallach,Alasdair Mac Mhaighstir Alasdair,b. 1710,,,,Publication,,,,,,Vol. 2. No. 20,Mac-Talla,November 18 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Rugadh Alasdair Domhuullach ris an abrar “Mac Mhaighstir Alasdair” ann am Muideart| mu’n bhliadhna 1710. Bha ’athair ’na mhinistear de’n Eaglais Easbuigeach. Fhuair Alasdair ionnsachadh ann an oil-thalgh Ghlascho. Phos e Seonaid Domhnullach de theaghlach Dhail-an-eas ann an Gleann Eite. Bha e ’na mhaighstir-sgoil sgireach Airdnamurchann| agus ’na fhoirfeach anns an Eaglais. Ghabh e ann an arm a’ Phrionnsa| agus thainig e troimh mhoran chruaidh-chasan ’nuair a bha e am folach bho na Saighdearan Sasunnach an deigh Blar Chuil-fhodair. Bha e gle ionnsaichte anns a’ Ghaidhlig. Chuir e a mach a’ chiad Fhoclair Gaidhlig a bha air a chlodh-bhualadh| anns a’ bhliadhna 1741. Bha e ’na bhard cumhachdach| liomharra| agus rinn e moran bardachd a bha air a chur a mach anns a bhliadhna 1751. Bha e beo moran bhliadhnachan an deigh Blar Chuil-fhodair agus bha e ’na sheann duine ’nuair a chaochail e aig Sandaig. Rinn e an t-oran so leanas mar mholadh air an t-seana chanain Ghaidhealach.,,,
,Marbhrann,Do dh-Alasdir mac Dhughill Mhic-Eachairn,’S tearc an diugh mo chuis ghaire [ Murt na Ceapach ],,’Tha mo chridhe-sa ciuirte,Lament | Elegy,Pictou | Alasdir mac Dhughill Mhic-Eachairn,Eight line verse,Nova Scotia,Unknown,,,,,Pictou,,March 7 1860,Publication,,,,,,Vol. 2. No. 20,Mac-Talla,November 18 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Do dh-Alasdir mac Dhughill Mhic-Eachairn| a chaochail ’na dhuine og ann am Pictu an samhradh na bliadhna 1859,,,
,Oran do'n Ghrein,,,,Ghluais mi le sealladh o’n lar,Spiritual | Nature,Sun | Nature | Adam,Four line verse,Nova Scotia,Male ,Alasdair,Domhnullach,Bard na Ceapaich,b. 1819,Antigonish,Antigonish,,Publication,,,,,,Vol. 2. No. 21,Mac-Talla,November 25 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Rinneadh an t-oran so le Alasdair Domhnullach| a rugadh an Gleann-Uige am Muideart mu’n bhliadhna 1819. Thainig e do’n duthaich so ’nuair a bha e deich bliadhna dh’aois| agus shuidhich e an Antigonish. Abrair ris am bitheantas| “Bard na Ceapaich.”,,,
,Taigh-an Droma,,,’Si mo dhuthich ’tha ’tigh’nn air m’ aire,Taigh-an-droma gun dean mi ’fhagail,Complaint,Tigh-an-Droma | Mull| Food| Inn,Four line verse / Four line chorus,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 21,Mac-Talla,November 25 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Rannan le drobhair a bha diombach airson na bha aige ri ’phaigheadh an Taigh-an-Droma,,,
,Oran,,,Ochoin tha mi muladach,Gur mise tha dheth bronach,Lament,Old-age| Lonliness | Children being far from home huh,Four line verse / Four line chorus,Nova Scotia,Male ,Gilleasbuig,Caimbeul,,d. 1867,Strathlorne,Inverness,,Publication,,,,,,Vol. 2. No. 21,Mac-Talla,November 25 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Le Gilleaspuig Caimbeul| a rinn e na shean-aois ’nuair bha a theaghlach air sgapadh,CAIMBEUL| Gilleasbuig (19th Century). Gilleasbuig was born in Skye and died in Strathlorne| Cape Breton | about 1867.,,
,Cumha,,,,So an tir ’tha fo mhulad,Lament,Sailing | Drowning | A mhic Eoghin mhic Eileig | Dhomhnuill mhic Raonuill,Eight line verse,Scotland,Male ,Dughall,MacEacharn,,,,,,Publication,,,,,,Vol. 2. No. 22,Mac-Talla,December 2 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Aingeal An Dochais,,,,A’ ghrian gu glormhor anns an iar,Praise | Religious,Angel | Dream,Six line verse,Scotland,Male ,Niall,Ros,,c. 1893,Glendale,,,Publication,,,,,,Vol. 2. No. 23,Mac-Talla,December 9 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,This was the first prize poem at the Oban Mod | 1893,https://books.google.ca/books?id=dWA5AAAAIAAJ&pg=PA24&lpg=PA24&dq=Aingeal+An+Dochais&source=bl&ots=lkfMyJg_vg&sig=jKVlzvSOBp0_UkbmEHbXXZRQjPQ&hl=en&sa=X&ved=2ahUKEwjMiLHbk7TeAhVSEawKHamyC14Q6AEwBXoECAUQAQ#v=onepage&q=Aingeal%20An%20Dochais&f=false,,
,Dan na H-Iuinndrain,,,,S fad air chuairt mi o’n taobh-tuath,Religious,Maighstir Ruairidh ,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 23,Mac-Talla,December 9 1893,7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Marbhrann de Iain Mac'Illeathain,,,,Gur a rois tha fo mhulad,Elegy | Lament | Political,,Eight line verse,Unknown,Male ,Uilleam,MacLeoid,,,,,,Publication,,,,,,Vol. 2. No. 24,Mac-Talla,December 16 1893,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,A dh' eug am mios meadhonach a gheamhraidh 'sa bhliadhna 1844 ,,,
,Gun Chrodh Gun Aighean,,Ged ’tha mi gun chrodh gun aighean,Ged ’tha mi gun chrodh gun aighean,Fhir a dh’imicheas thar chuantan,Love,Lost Love,Four line verse / Five line chorus,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 24,Mac-Talla,December 16 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Aoir a Mhathain,,,,Mo mhallachd le durachdaig an udlaiche mhathain,Satire | Humorous | Nature,Bear,Eight line verse,Nova Scotia,Male ,[ Ailean ],[ Dòmhnallach ],Ailean an Ridge /  Ailein 'ic Alasdair 'ic Aonghais,,,,,Publication,,,,,,Vol. 2. No. 25,Mac-Talla,December 23 1893,5,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Tha mi Sgith  'n Fhogradh So,,,Tha mi sgith ’n fhogradh so,Ged a tha mi fo'n choille,Exile,Forest | Kintail | Cornwallis | Immigrant,Three line verse / Three line chorus,United States,Male ,Iain,MacMhurchaidh,,,Carolina,,,Publication,,,,,,Vol. 2. No. 26,Mac-Talla,December 30 1893,2,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Included in a History of Gaels in the Carolinas,"""
Rinneadh an t-oran a leanas le Iain Mac Mhurchaidh ’nuair bha e fo’n choill ann an Carolina ri am Cogadh America:
Rinneadh an t-oran a leanas le Iain Mac Mhurchaidh ’nuair bha e fo’n choill ann an Carolina ri am Cogadh America:",Submitted by C.C. Strathabla| P.E.I. Dec 20 1893,
,Oran do'n Teasaich,,,,"’S mise chaill air geall na carachd",Humorous | Complaint,Illness | fever |,Eight line verse,Scotland,Male ,Iain,Mac Codrum,,18th Century,,North Uist,,Publication,,,,,,Vol. 2. No. 26,Mac-Talla,December 30 1893,7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Included with a biography of the poet,https://archive.org/stream/uistcollectionpo00macd/uistcollectionpo00macd_djvu.txt,,
,Cumha,Do Dhonnachadh agus do dh-Alasdir Cauimbeal,Mort Ghlinne Comhann,,’N Aird nan Cros tha sgeul tursach,Lament | Elegy,Spain,Eight line verse,Scotland,Male ,Gilleasbuig,Mac Phail,,,Tiree,,,Publication,,,,,,Vol. 2. No. 26,Mac-Talla,December 30 1893,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,’N Aird nan Cros tha sgeul tursach,see Na Baird Tirisdeach| 1932,,
,Oran do Fhear-Deasachaidh a Mhac-Talla,,“Birlinn bhan a’ Chubair” no “An t-sobhrach Mhuileach,,Fhir a bhroillich bhain,Praise,Mac-Talla| J.G. MaKinnon,Four line verse,Nova Scotia,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 27,Mac-Talla,January 6 1894,3,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Aiseirigh na Gaidhealtachd,,,,Togaidh na Gaidhil an ceann,Praise,Gaelic | Highlands,Eight line verse,Nova Scotia,Male ,Duncan,Blair,Rev. D. B. Blair,18th Century,Pictou,,,Publication,,,,,,Vol. 2. No. 27,Mac-Talla,January 6 1894,6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Tigh-Dige Nan Gorm Ghlac,,,,"Oidche dhomh ’s an Tigh-Dhige",Praise | Local events and characters,Theft | cattle raid| Domhnull MacDhomhnuill Duibh,Eight line verse,Scotland,Male ,Ruairidh,Breac,Mac Dhonnachaidh Bhain,19th Century,Braidhe Cheann-loch-iugh,Lochaber,,Publication,,,,,,Vol. 2. No. 28,Mac-Talla,February 3 1894,2 | 3,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Oran Bliadhn' Uire,,Ochain an uair a dh’fhalbh sinn,,Tha bliadhna ris an aireamh,Religious,,Four line verse,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 28,Mac-Talla,February 3 1894,7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Contributed by C.C.,,,
,Maighdean bhan an fhuilt shleamhuinn,Taillear Ghearraidh-bo-stig,,,Maighdean bhan an fhuilt shleamhuinn,Satire,Tailor| Gearraidh-Bhuidhe,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 29,Mac-Talla,February 10 1894,2,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Included in the story Taillear Ghearraidh-bo-stig,,,
,Oran,Do Chalum Caimbal| Tighearna Bharmholich| agus Fear Bhaile-Phetris an Tireadh,,Togamid fonn| ’s neo-throm gun togamid,Gu ma slan do na h-uaislean,Praise,Calum Caimbeul | Tighearna Bharmholich,Eight line verse / Three line chorus,Scotland,Male ,Gilleasbuig,Mac-Phail,,,Tiree,,,Publication,,,,,,Vol. 2. No. 29,Mac-Talla,February 10 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Ealag Chamshron,,,,Is oidhche dhomh ’n am aonar,Praise,Hospitality,Eight line verse,Scotland,Unknown,,Frisealach,Breabadair Mor,19th Century,Badenoch,,,Publication,,,,,,Vol. 2. No. 30,Mac-Talla,February 17 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Rinneadh an t-oran boidheach so leis a Bhreabadair Mhor. ’S e Frisealach a bh’ann. Bha e fuireach an Ionarnis| ach is ann a mhuinntir Bhaideanaich a bha e. Cha robh ann ach duine bochd. Bhiodh e siubhal feadh na duthcha. Bha e anabarrach gu ith nuair a gheibheadh e biadh. Bhiodh e ri orain. Thanaig mise do’n duthaich so sa bhliadhna 1823. Bha e beo an uair sin,,,
,Failte Do'n Eilean Sgiathnach,,,,O| failt air do stucan,Praise | Homeland,Skye,Eight line verse,Scotland,Male ,Niall,MacLeoid,,,Skye,,,Publication,,,,,,Vol. 2. No. 31,Mac-Talla,February 24 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Eilean an Fhraoich,,,,Tha Leoghas bheag riabhach,Praise | Homeland,Lewis,Eight line verse,Scotland,Unknown,M.,MacLeoid,,,Lewis,,,Publication,,,,,,Vol. 2. No. 32,Mac-Talla,March 3 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Cumha,Do Niall Mac-Ill-Leathain,,,Thug am post ugainn sgeul,Lament | Elegy,Niall Mac'Illleathain,Eight line verse,Nova Scotia,Male ,Malcolm,Gillis,Calum Mac Illosa | Calum Eòghain 'ic Aonghais 'ic Caluim 'ic Dhòmhnaill 'ic Dhonnchaidh,1856 - 1929,Strathlorne,Inverness,,Publication,,,,,,Vol. 2. No. 33,Mac-Talla,March 10 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Gille og| cliuiteach a mhuinntir Straithlathurne ann a Siorramachd Inbhir-nis an Ceap Breatuinn| a chaochail o chionn beagan bhliadhnaichan. Bha e na dhuine eireachdail ann an coltas| siobhalt ann an gniomh| agus ro-thaitneach anns gach dòigh. Chuir a bhas mulad mor air gach aon do b’ aithne e| gu sònraichte le bhi air aobharachadh le sgiorradh. A chas a bhristeadh le tuiteam a carbad-siubhail| anns a robh e féin agus companach a gabhail turuis air feasgar| bòidheach samhruidh.,Submitted by DC,,
,Oran,,,,Dh eirich mise maduinn chiuin,Praise | Praise,Gleann Uige,Eight line verse,Scotland,Male ,Iain,Domhnullach,Iain Mac Dhomhnuill Mhic Alasdair |  [ Am Bard Uigeach ],1797 - 1875,Uig,Skye,,Publication,,,,,,Vol. 2. No. 34,Mac-Talla,March 17 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Rugadh Iain Domhnullach| Iain Mac Dhomhnuill mhic Alasdair ann an Uig san Eiliean Sgithanach| mu ’n bhliadhna 1797. Bha e beagan bhliadhnachan ’san Reiseamaid Duibh. Cha robh athair deonach e a bhi san arm| agus cheannaich e as e. An deigh an t-arm fhagail thanaig e air ais do Ghleann Uige. Thug e fichead samhradh ’s a h-ochd aig iasgach an sgadain. Bhiodh e aig an taigh sa gheamhradh. ’S ann aig an iasgach a bha e nuair a rinn e ’n t-oran so. Chaochail e sa bhliadhna 1875. Rinneadh iomadh òran leis| ach ’s e ’s dòcha nach gabh iad faighinn an diugh. Theireadh cuid am Bard Uigeach ris.,,,
