 "g" , "hw" , "pos" , "sub" , "f" ,
 "http://faclair.ac.uk/sources/Seotal" , "cnàimh-droma" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cnàmhean-droma" ,
 "http://faclair.ac.uk/sources/Seotal" , "cnàimheag-droma" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cnàimheagan-droma" ,
 "http://faclair.ac.uk/sources/Seotal" , "cnò-dharaich" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cnothan-daraich" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-aontar" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-aontaran" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-cheangal" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-cheangalan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-choltas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-choltasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-chomann" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-chomainn" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-chomharra" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-chomharran" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-chuid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-chuidean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-chuidead" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-chuideadan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-chur" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-churan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-eòlaiche " , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-eòlaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-fhad nan tràth" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-fhadan nan tràth" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-fhuaimneachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-fhuaimneachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-fhuaimneachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-fhuaimneachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-ghnìomhair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-ghnìomhairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-ionannachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-ionannachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-labhairt" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-labhairtean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-leasachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-leasachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-là-breith" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-lathaichean-breith" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-là-breith" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-làithean-breith" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-mheas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-mheasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-rèiteachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-rèiteachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-sheirm" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-sheirmean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-thional" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-thionalan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-thionndadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-thionndaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-thàthadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-thàthaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-èifeachd " , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-èifeachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-èifeachdair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-èifeachdairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "co-òrdanaiche" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "co-òrdanaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cochlea" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cochlean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cogadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cogaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "coileanadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coileanaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "coimeas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coimeasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "coimhearsnachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coimhearsnachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "coimpiutair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coimpiutairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "coineanach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coineanaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "coire-dhruma" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coire-dhrumaichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "coitheanal" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coitheanalan" ,
 "http://faclair.ac.uk/sources/Seotal" , "colbh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "colbhan" ,
 "http://faclair.ac.uk/sources/Seotal" , "colbh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuilbh" ,
 "http://faclair.ac.uk/sources/Seotal" , "coloratura" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coloraturathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "coltachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coltachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "coltas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coltasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "com-pàirtiche" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "com-pàirtichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "comann" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comainn" ,
 "http://faclair.ac.uk/sources/Seotal" , "comann opara" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comainn opara" ,
 "http://faclair.ac.uk/sources/Seotal" , "comas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "comas ceangail" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comasan ceangail" ,
 "http://faclair.ac.uk/sources/Seotal" , "comas freagrachaidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comasan freagrachaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "comas-guth" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comasan-guth" ,
 "http://faclair.ac.uk/sources/Seotal" , "comas-lìonaidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comasan-lìonaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "combaist" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "combaistean" ,
 "http://faclair.ac.uk/sources/Seotal" , "comhachag" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comhachagan" ,
 "http://faclair.ac.uk/sources/Seotal" , "comhairliche" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comhairlichean" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharra" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharran" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharra duilleige" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharran duilleige" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharra-ceangail" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharran-ceangail" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharra-cunntaidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharran-cunntaidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharra-cùrsa" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharran-cùrsa" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharra-gleus" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharran-gleus" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharra-tìme" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharran-tìme" ,
 "http://faclair.ac.uk/sources/Seotal" , "comharradh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "comharraidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "compàirteachas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "compàirteachasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "conaltradh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "conaltradh" ,
 "http://faclair.ac.uk/sources/Seotal" , "concertina" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "concertinathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "concertino" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "concertinothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "concerto" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "concertothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "connadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "connaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "connspaid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "connspaidean" ,
 "http://faclair.ac.uk/sources/Seotal" , "consairt" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "consairtean" ,
 "http://faclair.ac.uk/sources/Seotal" , "consort" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "consortan" ,
 "http://faclair.ac.uk/sources/Seotal" , "continuo" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "continuothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "contrafhonn" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "contrafhuinn" ,
 "http://faclair.ac.uk/sources/Seotal" , "contrapuing" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "contrapuingean" ,
 "http://faclair.ac.uk/sources/Seotal" , "copaidh" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "copaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "copaidh-dìon" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "copaidhean-dìon" ,
 "http://faclair.ac.uk/sources/Seotal" , "cor anglais" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coran anglais" ,
 "http://faclair.ac.uk/sources/Seotal" , "cornett" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cornetti" ,
 "http://faclair.ac.uk/sources/Seotal" , "corra-mhitheag" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "corra-mhitheagan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cosamhlachd" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cosamhlachdan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cosgais" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cosgaisean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cosmos" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cosmosan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cosnadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cosnaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cothrom" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cothroman" ,
 "http://faclair.ac.uk/sources/Seotal" , "cotyledon" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cotyledonan" ,
 "http://faclair.ac.uk/sources/Seotal" , "courante" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "couranteathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "coàla" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "coàlathan" ,
 "http://faclair.ac.uk/sources/Seotal" , "craobh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "craobhan" ,
 "http://faclair.ac.uk/sources/Seotal" , "craobh-durcain" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "craobhan-durcain" ,
 "http://faclair.ac.uk/sources/Seotal" , "crasg" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "crasgan" ,
 "http://faclair.ac.uk/sources/Seotal" , "creamh-gàrraidh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "creamh-gàrraidh" ,
 "http://faclair.ac.uk/sources/Seotal" , "creideamh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "creideamhan" ,
 "http://faclair.ac.uk/sources/Seotal" , "creideas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "creideasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "crescendo" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "crescendothan" ,
 "http://faclair.ac.uk/sources/Seotal" , "creud" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "creudan" ,
 "http://faclair.ac.uk/sources/Seotal" , "creutair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "creutairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cridhe" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cridheachan" ,
 "http://faclair.ac.uk/sources/Seotal" , "criomadair" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "criomadairean" ,
 "http://faclair.ac.uk/sources/Seotal" , "criomag" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "criomagan" ,
 "http://faclair.ac.uk/sources/Seotal" , "crios-grèine" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "criosan-grèine" ,
 "http://faclair.ac.uk/sources/Seotal" , "crith" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "crithean" ,
 "http://faclair.ac.uk/sources/Seotal" , "crois" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "croisean" ,
 "http://faclair.ac.uk/sources/Seotal" , "croit" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "croitean" ,
 "http://faclair.ac.uk/sources/Seotal" , "croitear" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "croitearan" ,
 "http://faclair.ac.uk/sources/Seotal" , "croitseat" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "croitseatan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruaidh-shligneach" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruaidh-shlignich" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruan" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruain" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruinne" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruinnean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruinne-cè" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruinnean-cè" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruinneachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruinneachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "crumhorn" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "crumhornan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruth" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "3D - cruthan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruth" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruthan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruth-atharrachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruth-atharrachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruth-dhealbh (3sh)" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruth-dhealbhan (3D)" ,
 "http://faclair.ac.uk/sources/Seotal" , "cruthadair-ciùil" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cruthadairean-ciùil" ,
 "http://faclair.ac.uk/sources/Seotal" , "crìoch" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "crìochan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cròcas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cròcasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cròmasom" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cròmasoman" ,
 "http://faclair.ac.uk/sources/Seotal" , "crùbag" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "crùbagan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuairt" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuairtean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuairt òran" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuairt-òrain" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuairt-thomhas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuairtean-thomhas" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuairt-òran" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuairt-òrain" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuairtchearcall" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuairtchearcaill" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuairtchearcall" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuairtchearcallan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuantam" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuantaman" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuartachadh" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuartachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuartachadh" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuartachaidhean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cueadsal" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cueadsalan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuibheas" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuibheasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuibheas" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuibheasan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuibhreann" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuibhreannan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuibhreann" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuibhreannan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuibhreann" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuibhrinn" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuibhreann" , "http://faclair.ac.uk/meta/noun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuibhrinn" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuid" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuidean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuidead" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuideadan" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuideam" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuideaman" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuileag-ghlas" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuileagan-glasa" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuileag-leòmain" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuileagan-leòmain" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuileag-theallaich" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuileagan-teallaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuilean sionnaich" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuileanan sionnaich" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuimhneachan" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuimhneachain" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuing" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuingean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuisle" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuislean" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuisle mhòr" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuislean-mòra" ,
 "http://faclair.ac.uk/sources/Seotal" , "cuisle-mhòr" , "http://faclair.ac.uk/meta/FeminineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cuislean-mòra" ,
 "http://faclair.ac.uk/sources/Seotal" , "cularan" , "http://faclair.ac.uk/meta/MasculineNoun" , "http://www.w3.org/2000/01/rdf-schema#label" , "cularain" ,
